date,open,high,low,close,year,month,day,day_name,price_change,price_range,pct_gain_loss,ma_7,ma_30,volatility,risk_level,volume_per_million,market_trend
2018-12-18,263.3,275.75,263.29,270.94,2018,12,18,Tuesday,7.64,12.46,3.0,269.5,282.36,0.03,High Risk,10.35,Bullish
2018-12-19,269.96,280.87,263.77,266.77,2018,12,19,Wednesday,-3.19,17.1,-2.0,269.08,280.74,0.03,High Risk,13.79,Bearish
2018-12-20,264.64,269.9,251.88,260.58,2018,12,20,Thursday,-4.06,18.02,-2.0,268.4,279.07,0.03,High Risk,16.79,Bearish
2018-12-21,263.83,264.5,241.29,246.39,2018,12,21,Friday,-17.44,23.21,-5.0,264.33,276.36,0.03,High Risk,21.4,Bearish
2018-12-24,242.0,250.65,233.68,233.88,2018,12,24,Monday,-8.12,16.97,-5.0,258.31,273.56,0.03,High Risk,9.55,Bearish
2018-12-26,233.92,254.5,231.23,253.67,2018,12,26,Wednesday,19.75,23.27,8.0,256.43,271.9,0.05,High Risk,14.4,Bullish
2018-12-27,250.11,255.59,240.1,255.57,2018,12,27,Thursday,5.46,15.49,1.0,255.4,270.62,0.05,High Risk,12.24,Bullish
2018-12-28,257.94,261.91,249.8,256.08,2018,12,28,Friday,-1.86,12.11,0.0,253.28,269.34,0.05,High Risk,10.99,Bearish
2018-12-31,260.16,270.1,260.0,267.66,2018,12,31,Monday,7.5,10.1,5.0,253.4,268.7,0.05,High Risk,13.51,Bullish
2019-01-02,259.28,269.75,256.58,267.66,2019,1,2,Wednesday,8.38,13.17,0.0,254.42,267.96,0.05,High Risk,11.68,Bullish
2019-01-03,270.2,275.79,264.43,271.2,2019,1,3,Thursday,1.0,11.36,1.0,257.96,267.46,0.04,High Risk,14.97,Bullish
2019-01-04,281.88,297.8,278.54,297.57,2019,1,4,Friday,15.69,19.26,10.0,267.06,268.36,0.04,High Risk,19.33,Bullish
2019-01-07,302.1,316.8,301.65,315.34,2019,1,7,Monday,13.24,15.15,6.0,275.87,269.97,0.04,High Risk,18.62,Bullish
2019-01-08,319.98,320.59,308.01,320.27,2019,1,8,Tuesday,0.29,12.58,2.0,285.11,271.91,0.04,High Risk,15.36,Bullish
2019-01-09,317.71,323.35,313.5,319.96,2019,1,9,Wednesday,2.25,9.85,-0.0,294.24,273.94,0.04,High Risk,13.34,Bullish
2019-01-10,314.57,325.37,312.5,324.66,2019,1,10,Thursday,10.09,12.87,1.0,302.38,276.05,0.04,High Risk,13.47,Bullish
2019-01-11,330.96,341.09,328.52,337.59,2019,1,11,Friday,6.63,12.57,4.0,312.37,278.42,0.03,High Risk,19.5,Bullish
2019-01-14,334.24,335.48,329.13,332.94,2019,1,14,Monday,-1.3,6.35,-1.0,321.19,280.09,0.04,High Risk,10.5,Bearish
2019-01-15,349.6,357.22,347.0,354.64,2019,1,15,Tuesday,5.04,10.22,7.000000000000001,329.34,282.29,0.03,High Risk,21.18,Bullish
2019-01-16,354.0,358.85,348.11,351.39,2019,1,16,Wednesday,-2.61,10.74,-1.0,334.49,284.47,0.03,High Risk,15.39,Bearish
2019-01-17,349.5,355.79,346.41,353.19,2019,1,17,Thursday,3.69,9.38,1.0,339.2,286.56,0.03,High Risk,18.87,Bullish
2019-01-18,351.97,353.0,336.73,339.1,2019,1,18,Friday,-12.87,16.27,-4.0,341.93,288.69,0.04,High Risk,26.62,Bearish
2019-01-22,334.89,336.88,321.03,325.16,2019,1,22,Tuesday,-9.73,15.85,-4.0,342.0,290.1,0.04,High Risk,17.94,Bearish
2019-01-23,328.25,331.75,318.6,321.99,2019,1,23,Wednesday,-6.26,13.15,-1.0,339.77,291.99,0.04,High Risk,13.48,Bearish
2019-01-24,320.6,331.8,319.0,326.67,2019,1,24,Thursday,6.07,12.8,1.0,338.88,293.89,0.04,High Risk,11.13,Bullish
2019-01-25,328.72,340.0,328.51,338.05,2019,1,25,Friday,9.33,11.49,3.0,336.51,296.32,0.03,High Risk,11.15,Bullish
2019-01-28,334.7,336.3,328.88,335.66,2019,1,28,Monday,0.96,7.42,-1.0,334.26,298.34,0.03,High Risk,8.65,Bullish
2019-01-29,335.87,338.22,328.15,328.9,2019,1,29,Tuesday,-6.97,10.07,-2.0,330.79,300.1,0.03,High Risk,7.66,Bearish
2019-01-30,332.75,341.78,330.8,340.66,2019,1,30,Wednesday,7.91,10.98,4.0,331.01,302.56,0.03,High Risk,9.23,Bullish
2019-01-31,339.68,345.99,338.09,339.5,2019,1,31,Thursday,-0.18,7.9,-0.0,333.06,305.12,0.02,Low Risk,8.54,Bearish
2019-02-01,337.18,346.84,336.5,339.85,2019,2,1,Friday,2.67,10.34,0.0,335.61,307.42,0.02,Low Risk,9.83,Bullish
2019-02-04,342.6,352.0,341.3,351.34,2019,2,4,Monday,8.74,10.7,3.0,339.14,310.24,0.02,High Risk,9.05,Bullish
2019-02-05,353.2,360.0,352.9,355.81,2019,2,5,Tuesday,2.61,7.1,1.0,341.67,313.41,0.02,Low Risk,9.05,Bullish
2019-02-06,357.0,357.04,347.19,352.19,2019,2,6,Wednesday,-4.81,9.85,-1.0,344.04,316.94,0.02,Low Risk,6.72,Bearish
2019-02-07,347.9,348.75,339.02,344.71,2019,2,7,Thursday,-3.19,9.73,-2.0,346.29,320.63,0.02,Low Risk,7.86,Bearish
2019-02-08,338.0,348.0,338.0,347.57,2019,2,8,Friday,9.57,10.0,1.0,347.28,323.76,0.02,Low Risk,7.56,Bullish
2019-02-11,350.0,352.87,344.81,345.73,2019,2,11,Monday,-4.27,8.06,-1.0,348.17,326.77,0.02,Low Risk,5.45,Bearish
2019-02-12,348.09,360.0,346.52,359.97,2019,2,12,Tuesday,11.88,13.48,4.0,351.05,330.23,0.02,Low Risk,10.43,Bullish
2019-02-13,357.3,359.6,350.28,351.77,2019,2,13,Wednesday,-5.53,9.32,-2.0,351.11,333.03,0.02,Low Risk,10.56,Bearish
2019-02-14,351.75,360.45,348.33,359.07,2019,2,14,Thursday,7.32,12.12,2.0,351.57,336.08,0.02,High Risk,9.3,Bullish
2019-02-15,358.47,364.4,355.5,356.87,2019,2,15,Friday,-1.6,8.9,-1.0,352.24,338.94,0.02,Low Risk,9.23,Bearish
2019-02-19,355.8,365.0,355.32,361.92,2019,2,19,Tuesday,6.12,9.68,1.0,354.7,341.08,0.02,Low Risk,7.4,Bullish
2019-02-20,364.85,366.71,356.7,359.91,2019,2,20,Wednesday,-4.94,10.01,-1.0,356.46,342.57,0.02,Low Risk,8.11,Bearish
2019-02-21,360.03,362.85,353.88,356.97,2019,2,21,Thursday,-3.06,8.97,-1.0,358.07,343.79,0.02,Low Risk,6.23,Bearish
2019-02-22,360.34,366.13,360.05,363.02,2019,2,22,Friday,2.68,6.08,2.0,358.5,345.23,0.02,Low Risk,7.09,Bullish
2019-02-25,367.01,371.49,363.79,363.91,2019,2,25,Monday,-3.1,7.7,0.0,360.24,346.54,0.01,Low Risk,7.57,Bearish
2019-02-26,362.98,365.7,359.33,364.97,2019,2,26,Tuesday,1.99,6.37,0.0,361.08,347.45,0.01,Low Risk,4.94,Bullish
2019-02-27,363.5,368.03,359.8,362.87,2019,2,27,Wednesday,-0.63,8.23,-1.0,361.94,348.45,0.01,Low Risk,5.63,Bearish
2019-02-28,362.47,366.39,357.71,358.1,2019,2,28,Thursday,-4.37,8.68,-1.0,361.39,348.56,0.01,Low Risk,6.19,Bearish
2019-03-01,362.26,362.87,354.69,357.32,2019,3,1,Friday,-4.94,8.18,-0.0,361.02,348.76,0.01,Low Risk,5.53,Bearish
2019-03-04,359.72,362.25,348.04,351.04,2019,3,4,Monday,-8.68,14.21,-2.0,360.18,348.69,0.01,Low Risk,7.49,Bearish
2019-03-05,351.46,356.17,348.25,354.3,2019,3,5,Tuesday,2.84,7.92,1.0,358.93,349.19,0.01,Low Risk,5.94,Bullish
2019-03-06,353.6,359.88,351.7,359.61,2019,3,6,Wednesday,6.01,8.18,1.0,358.32,350.34,0.01,Low Risk,6.21,Bullish
2019-03-07,360.16,362.86,350.5,352.6,2019,3,7,Thursday,-7.56,12.36,-2.0,356.55,351.36,0.01,Low Risk,6.15,Bearish
2019-03-08,345.75,349.92,342.47,349.6,2019,3,8,Friday,3.85,7.45,-1.0,354.65,352.13,0.01,Low Risk,6.9,Bullish
2019-03-11,352.0,358.98,350.03,358.86,2019,3,11,Monday,6.86,8.95,3.0,354.76,352.82,0.02,Low Risk,5.39,Bullish
2019-03-12,359.37,360.13,353.8,356.27,2019,3,12,Tuesday,-3.1,6.33,-1.0,354.61,353.51,0.02,Low Risk,5.16,Bearish
2019-03-13,355.81,362.48,352.77,361.21,2019,3,13,Wednesday,5.4,9.71,1.0,356.06,354.58,0.02,Low Risk,6.44,Bullish
2019-03-14,360.5,363.84,358.1,358.82,2019,3,14,Thursday,-1.68,5.74,-1.0,356.71,355.19,0.02,Low Risk,5.27,Bearish
2019-03-15,361.02,364.0,358.89,361.46,2019,3,15,Friday,0.44,5.11,1.0,356.97,355.92,0.02,Low Risk,8.44,Bullish
2019-03-18,362.47,370.97,361.86,363.44,2019,3,18,Monday,0.97,9.11,1.0,358.52,356.71,0.01,Low Risk,7.19,Bullish
2019-03-19,366.4,366.96,356.8,358.78,2019,3,19,Tuesday,-7.62,10.16,-1.0,359.83,356.96,0.01,Low Risk,7.54,Bearish
2019-03-20,358.91,375.9,357.01,375.22,2019,3,20,Wednesday,16.31,18.89,5.0,362.17,357.6,0.02,Low Risk,10.92,Bullish
2019-03-21,374.0,379.0,370.61,377.87,2019,3,21,Thursday,3.87,8.39,1.0,365.26,358.46,0.02,Low Risk,8.54,Bullish
2019-03-22,375.95,376.43,360.04,361.01,2019,3,22,Friday,-14.94,16.39,-4.0,365.23,359.0,0.03,High Risk,8.66,Bearish
2019-03-25,359.0,367.04,357.44,366.23,2019,3,25,Monday,7.23,9.6,1.0,366.29,359.62,0.03,High Risk,8.47,Bullish
2019-03-26,367.87,368.38,358.02,359.97,2019,3,26,Tuesday,-7.9,10.36,-2.0,366.07,360.1,0.03,High Risk,7.67,Bearish
2019-03-27,361.0,362.47,350.37,353.37,2019,3,27,Wednesday,-7.63,12.1,-2.0,364.64,359.88,0.03,High Risk,7.85,Bearish
2019-03-28,354.49,355.94,349.2,354.61,2019,3,28,Thursday,0.12,6.74,0.0,364.04,359.97,0.03,High Risk,4.36,Bullish
2019-03-29,357.16,358.25,353.71,356.56,2019,3,29,Friday,-0.6,4.54,1.0,361.37,359.89,0.02,Low Risk,4.71,Bearish
2019-04-01,359.0,368.33,358.51,366.96,2019,4,1,Monday,7.96,9.82,3.0,359.82,360.23,0.02,High Risk,7.04,Bullish
2019-04-02,366.25,368.42,362.22,367.72,2019,4,2,Tuesday,1.47,6.2,0.0,360.77,360.42,0.02,Low Risk,5.16,Bullish
2019-04-03,369.26,373.41,366.19,369.75,2019,4,3,Wednesday,0.49,7.22,1.0,361.28,360.75,0.02,Low Risk,5.37,Bullish
2019-04-04,370.07,372.05,362.4,367.88,2019,4,4,Thursday,-2.19,9.65,-1.0,362.41,361.11,0.01,Low Risk,4.63,Bearish
2019-04-05,369.0,369.8,364.66,365.49,2019,4,5,Friday,-3.51,5.14,-1.0,364.14,361.19,0.01,Low Risk,3.91,Bearish
2019-04-08,365.11,365.94,359.93,361.41,2019,4,8,Monday,-3.7,6.01,-1.0,365.11,361.11,0.01,Low Risk,4.65,Bearish
2019-04-09,360.54,366.74,359.0,364.71,2019,4,9,Tuesday,4.17,7.74,1.0,366.27,361.1,0.01,Low Risk,5.44,Bullish
2019-04-10,365.79,368.85,362.25,363.92,2019,4,10,Wednesday,-1.87,6.6,-0.0,365.84,361.14,0.01,Low Risk,4.55,Bearish
2019-04-11,365.0,370.12,360.81,367.65,2019,4,11,Thursday,2.65,9.31,1.0,365.83,361.45,0.01,Low Risk,6.53,Bullish
2019-04-12,360.69,361.75,349.36,351.14,2019,4,12,Friday,-9.55,12.39,-4.0,363.17,361.25,0.02,Low Risk,15.65,Bearish
2019-04-15,350.71,352.21,342.27,348.87,2019,4,15,Monday,-1.84,9.94,-1.0,360.46,361.18,0.02,Low Risk,8.84,Bearish
2019-04-16,355.0,364.48,352.72,359.46,2019,4,16,Tuesday,4.46,11.76,3.0,359.59,361.35,0.02,High Risk,18.74,Bullish
2019-04-17,365.05,368.76,350.6,354.74,2019,4,17,Wednesday,-10.31,18.16,-1.0,358.64,361.19,0.02,High Risk,18.05,Bearish
2019-04-18,355.0,360.41,351.64,360.35,2019,4,18,Thursday,5.35,8.77,2.0,358.02,361.44,0.02,High Risk,8.35,Bullish
2019-04-22,359.7,377.69,359.0,377.34,2019,4,22,Monday,17.64,18.69,5.0,359.94,362.37,0.03,High Risk,11.98,Bullish
2019-04-23,375.45,384.8,374.71,381.89,2019,4,23,Tuesday,6.44,10.09,1.0,361.97,363.14,0.03,High Risk,10.09,Bullish
2019-04-24,381.07,381.9,373.27,374.23,2019,4,24,Wednesday,-6.84,8.63,-2.0,365.27,363.74,0.02,High Risk,6.54,Bearish
2019-04-25,374.49,374.76,365.7,368.33,2019,4,25,Thursday,-6.16,9.06,-2.0,368.05,363.97,0.03,High Risk,6.26,Bearish
2019-04-26,368.35,375.14,366.24,374.85,2019,4,26,Friday,6.5,8.9,2.0,370.25,364.51,0.02,High Risk,5.62,Bullish
2019-04-29,373.68,374.58,369.12,371.83,2019,4,29,Monday,-1.85,5.46,-1.0,372.69,364.85,0.02,High Risk,3.82,Bearish
2019-04-30,369.56,374.5,368.35,370.54,2019,4,30,Tuesday,0.98,6.15,-0.0,374.14,365.09,0.02,High Risk,3.87,Bullish
2019-05-01,374.0,385.99,373.17,378.81,2019,5,1,Wednesday,4.81,12.82,2.0,374.35,365.76,0.02,Low Risk,9.26,Bullish
2019-05-02,378.0,383.5,374.51,379.06,2019,5,2,Thursday,1.06,8.99,0.0,373.95,365.88,0.02,Low Risk,5.4,Bullish
2019-05-03,381.53,385.03,378.27,385.03,2019,5,3,Friday,3.5,6.76,2.0,375.49,366.12,0.01,Low Risk,5.13,Bullish
2019-05-06,377.69,381.35,376.0,378.67,2019,5,6,Monday,0.98,5.35,-2.0,376.97,366.71,0.01,Low Risk,5.79,Bullish
2019-05-07,377.0,379.91,365.81,370.46,2019,5,7,Tuesday,-6.54,14.1,-2.0,376.34,366.85,0.02,Low Risk,6.97,Bearish
2019-05-08,367.92,369.0,361.36,364.37,2019,5,8,Wednesday,-3.55,7.64,-2.0,375.28,367.0,0.02,Low Risk,6.57,Bearish
2019-05-09,360.9,364.2,352.75,362.75,2019,5,9,Thursday,1.85,11.45,-0.0,374.16,367.31,0.02,Low Risk,5.88,Bullish
2019-05-10,361.62,365.26,353.06,361.04,2019,5,10,Friday,-0.58,12.2,-0.0,371.63,367.53,0.01,Low Risk,5.66,Bearish
2019-05-13,352.29,354.26,343.1,345.26,2019,5,13,Monday,-7.03,11.16,-4.0,366.8,367.15,0.02,Low Risk,8.03,Bearish
2019-05-14,348.71,349.95,342.5,345.61,2019,5,14,Tuesday,-3.1,7.45,0.0,361.17,366.44,0.01,Low Risk,5.35,Bearish
2019-05-15,343.34,356.5,341.39,354.99,2019,5,15,Wednesday,11.65,15.11,3.0,357.78,366.01,0.02,Low Risk,6.34,Bullish
2019-05-16,356.37,364.0,353.94,359.31,2019,5,16,Thursday,2.94,10.06,1.0,356.19,365.67,0.02,Low Risk,6.44,Bullish
2019-05-17,356.39,359.62,353.79,354.45,2019,5,17,Friday,-1.94,5.83,-1.0,354.77,365.22,0.02,Low Risk,4.73,Bearish
2019-05-20,351.23,352.42,345.4,348.11,2019,5,20,Monday,-3.12,7.02,-2.0,352.68,364.64,0.02,Low Risk,4.62,Bearish
2019-05-21,350.95,356.43,349.93,354.27,2019,5,21,Tuesday,3.32,6.5,2.0,351.71,364.4,0.02,High Risk,4.03,Bullish
2019-05-22,358.01,370.46,357.3,359.73,2019,5,22,Wednesday,1.72,13.16,2.0,353.78,364.24,0.02,Low Risk,6.23,Bullish
2019-05-23,355.5,357.42,347.7,352.21,2019,5,23,Thursday,-3.29,9.72,-2.0,354.72,363.84,0.02,Low Risk,5.63,Bearish
2019-05-24,355.41,359.44,353.79,354.39,2019,5,24,Friday,-1.02,5.65,1.0,354.64,363.4,0.02,Low Risk,3.83,Bearish
2019-05-28,354.39,361.2,353.65,355.06,2019,5,28,Tuesday,0.67,7.55,0.0,354.03,363.53,0.02,Low Risk,4.72,Bullish
2019-05-29,353.6,353.85,345.9,349.19,2019,5,29,Wednesday,-4.41,7.95,-2.0,353.28,363.54,0.02,Low Risk,5.66,Bearish
2019-05-30,350.55,354.21,348.3,351.85,2019,5,30,Thursday,1.3,5.91,1.0,353.81,363.29,0.01,Low Risk,4.01,Bullish
2019-05-31,347.22,349.34,342.92,343.28,2019,5,31,Friday,-3.94,6.42,-2.0,352.24,362.91,0.02,Low Risk,5.02,Bearish
2019-06-03,343.56,347.66,332.65,336.63,2019,6,3,Monday,-6.93,15.01,-2.0,348.94,362.12,0.01,Low Risk,7.85,Bearish
2019-06-04,345.0,353.61,343.25,353.4,2019,6,4,Tuesday,8.4,10.36,5.0,349.11,361.32,0.03,High Risk,7.89,Bullish
2019-06-05,354.38,357.88,348.71,355.73,2019,6,5,Wednesday,1.35,9.17,1.0,349.31,360.45,0.03,High Risk,5.02,Bullish
2019-06-06,354.84,358.21,352.09,357.13,2019,6,6,Thursday,2.29,6.12,0.0,349.6,359.88,0.03,High Risk,3.71,Bullish
2019-06-07,357.39,365.15,355.69,360.87,2019,6,7,Friday,3.48,9.46,1.0,351.27,359.63,0.02,High Risk,4.78,Bullish
2019-06-10,363.65,367.1,349.29,352.01,2019,6,10,Monday,-11.64,17.81,-2.0,351.29,358.87,0.03,High Risk,7.81,Bearish
2019-06-11,355.0,357.58,348.5,351.27,2019,6,11,Tuesday,-3.73,9.08,-0.0,352.43,358.18,0.02,High Risk,5.4,Bearish
2019-06-12,351.82,353.61,343.23,345.56,2019,6,12,Wednesday,-6.26,10.38,-2.0,353.71,357.35,0.02,High Risk,4.58,Bearish
2019-06-13,347.23,348.5,339.25,343.43,2019,6,13,Thursday,-3.8,9.25,-1.0,352.29,356.17,0.01,Low Risk,6.21,Bearish
2019-06-14,341.63,343.4,336.16,339.73,2019,6,14,Friday,-1.9,7.24,-1.0,350.0,354.86,0.01,Low Risk,5.02,Bearish
2019-06-17,342.69,351.77,342.06,350.62,2019,6,17,Monday,7.93,9.71,3.0,349.07,353.71,0.02,Low Risk,5.36,Bullish
2019-06-18,355.57,361.5,353.75,357.12,2019,6,18,Tuesday,1.55,7.75,2.0,348.53,352.99,0.02,Low Risk,5.43,Bullish
2019-06-19,361.72,364.74,356.12,363.52,2019,6,19,Wednesday,1.8,8.62,2.0,350.18,352.76,0.02,Low Risk,5.67,Bullish
2019-06-20,365.91,370.12,361.22,365.21,2019,6,20,Thursday,-0.7,8.9,0.0,352.17,352.79,0.02,Low Risk,5.9,Bearish
2019-06-21,365.0,371.45,365.0,369.21,2019,6,21,Friday,4.21,6.45,1.0,355.55,353.01,0.01,Low Risk,7.45,Bullish
2019-06-24,370.27,375.0,370.2,371.04,2019,6,24,Monday,0.77,4.8,0.0,359.49,353.34,0.01,Low Risk,4.83,Bullish
2019-06-25,370.75,371.0,358.29,360.3,2019,6,25,Tuesday,-10.45,12.71,-3.0,362.43,353.84,0.02,Low Risk,5.75,Bearish
2019-06-26,361.6,366.79,361.6,362.2,2019,6,26,Wednesday,0.6,5.19,1.0,364.09,354.39,0.02,Low Risk,3.67,Bullish
2019-06-27,363.2,370.85,363.2,370.02,2019,6,27,Thursday,6.82,7.65,2.0,365.93,354.89,0.02,Low Risk,4.14,Bullish
2019-06-28,370.26,371.54,364.87,367.32,2019,6,28,Friday,-2.94,6.67,-1.0,366.47,355.16,0.02,Low Risk,4.59,Bearish
2019-07-01,373.5,376.66,372.0,374.6,2019,7,1,Monday,1.1,4.66,2.0,367.81,355.83,0.02,Low Risk,4.99,Bullish
2019-07-02,374.89,376.0,370.31,375.43,2019,7,2,Tuesday,0.54,5.69,0.0,368.7,356.74,0.02,Low Risk,3.62,Bullish
2019-07-03,376.69,381.99,375.84,381.72,2019,7,3,Wednesday,5.03,6.15,2.0,370.23,357.66,0.02,Low Risk,3.8,Bullish
2019-07-05,378.29,381.4,375.56,380.55,2019,7,5,Friday,2.26,5.84,-0.0,373.12,358.35,0.01,Low Risk,3.73,Bullish
2019-07-08,378.19,378.25,375.36,376.16,2019,7,8,Monday,-2.03,2.89,-1.0,375.11,359.15,0.01,Low Risk,3.11,Bearish
2019-07-09,379.06,384.76,377.5,379.93,2019,7,9,Tuesday,0.87,7.26,1.0,376.53,360.0,0.01,Low Risk,6.93,Bullish
2019-07-10,382.77,384.34,362.68,381.0,2019,7,10,Wednesday,-1.77,21.66,0.0,378.48,360.87,0.01,Low Risk,5.88,Bearish
2019-07-11,381.1,384.54,378.8,379.5,2019,7,11,Thursday,-1.6,5.74,-0.0,379.18,361.88,0.01,Low Risk,4.34,Bearish
2019-07-12,378.68,379.74,372.79,373.25,2019,7,12,Friday,-5.43,6.95,-2.0,378.87,362.59,0.01,Low Risk,6.64,Bearish
2019-07-15,372.94,373.68,362.3,366.6,2019,7,15,Monday,-6.34,11.38,-2.0,376.71,363.37,0.01,Low Risk,7.94,Bearish
2019-07-16,370.09,371.34,364.92,365.99,2019,7,16,Tuesday,-4.1,6.42,-0.0,374.63,364.35,0.01,Low Risk,5.86,Bearish
2019-07-17,366.25,366.5,361.75,362.44,2019,7,17,Wednesday,-3.81,4.75,-1.0,372.67,364.65,0.01,Low Risk,13.64,Bearish
2019-07-18,323.76,329.85,320.3,325.21,2019,7,18,Thursday,1.45,9.55,-10.0,364.86,363.63,0.04,High Risk,31.29,Bullish
2019-07-19,323.4,325.85,314.23,315.1,2019,7,19,Friday,-8.3,11.62,-3.0,355.44,362.23,0.04,High Risk,16.3,Bearish
2019-07-22,312.0,314.54,305.81,310.62,2019,7,22,Monday,-1.38,8.73,-1.0,345.6,360.56,0.03,High Risk,17.72,Bearish
2019-07-23,311.44,313.5,306.0,307.3,2019,7,23,Tuesday,-4.14,7.5,-1.0,336.18,359.06,0.03,High Risk,9.17,Bearish
2019-07-24,310.51,319.99,307.25,317.94,2019,7,24,Wednesday,7.43,12.74,3.0,329.23,357.95,0.04,High Risk,11.96,Bullish
2019-07-25,318.86,327.69,316.3,326.46,2019,7,25,Thursday,7.6,11.39,3.0,323.58,357.32,0.05,High Risk,10.8,Bullish
2019-07-26,328.79,336.0,327.5,335.78,2019,7,26,Friday,6.99,8.5,3.0,319.77,357.06,0.05,High Risk,10.85,Bullish
2019-07-29,335.98,336.4,328.77,332.7,2019,7,29,Monday,-3.28,7.63,-1.0,320.84,356.83,0.03,High Risk,5.78,Bearish
2019-07-30,329.2,329.65,323.23,325.93,2019,7,30,Tuesday,-3.27,6.42,-2.0,322.39,356.0,0.02,High Risk,6.03,Bearish
2019-07-31,325.16,331.77,318.53,322.99,2019,7,31,Wednesday,-2.17,13.24,-1.0,324.16,354.87,0.02,Low Risk,6.26,Bearish
2019-08-01,324.25,328.58,318.74,319.5,2019,8,1,Thursday,-4.75,9.84,-1.0,325.9,353.4,0.02,Low Risk,6.56,Bearish
2019-08-02,317.49,319.41,311.8,318.83,2019,8,2,Friday,1.34,7.61,-0.0,326.03,351.85,0.02,Low Risk,6.28,Bullish
2019-08-05,310.96,313.42,304.68,307.63,2019,8,5,Monday,-3.33,8.74,-4.0,323.34,349.8,0.02,Low Risk,8.69,Bearish
2019-08-06,310.58,311.88,305.3,310.1,2019,8,6,Tuesday,-0.48,6.58,1.0,319.67,347.77,0.01,Low Risk,6.18,Bearish
2019-08-07,302.56,305.0,296.81,304.29,2019,8,7,Wednesday,1.73,8.19,-2.0,315.61,345.9,0.01,Low Risk,9.32,Bullish
2019-08-08,311.03,316.36,306.63,315.9,2019,8,8,Thursday,4.87,9.73,4.0,314.18,344.36,0.02,Low Risk,5.91,Bullish
2019-08-09,313.74,316.64,305.68,308.93,2019,8,9,Friday,-4.81,10.96,-2.0,312.17,342.32,0.02,High Risk,5.35,Bearish
2019-08-12,305.46,312.89,303.24,310.83,2019,8,12,Monday,5.37,9.65,1.0,310.93,340.44,0.02,High Risk,6.53,Bullish
2019-08-13,309.77,316.43,308.16,312.28,2019,8,13,Tuesday,2.51,8.27,0.0,309.99,338.36,0.02,High Risk,5.29,Bullish
2019-08-14,308.01,308.41,298.01,299.11,2019,8,14,Wednesday,-8.9,10.4,-4.0,308.78,335.82,0.03,High Risk,7.36,Bearish
2019-08-15,299.5,300.63,288.0,295.76,2019,8,15,Thursday,-3.74,12.63,-1.0,306.73,332.95,0.03,High Risk,9.63,Bearish
2019-08-16,298.86,303.55,296.27,302.8,2019,8,16,Friday,3.94,7.28,2.0,306.52,330.36,0.03,High Risk,6.91,Bullish
2019-08-19,306.25,311.75,304.75,309.38,2019,8,19,Monday,3.13,7.0,2.0,305.58,328.14,0.02,High Risk,4.94,Bullish
2019-08-20,304.57,305.0,297.68,298.99,2019,8,20,Tuesday,-5.58,7.32,-3.0,304.16,325.44,0.03,High Risk,7.35,Bearish
2019-08-21,301.61,302.88,296.2,297.81,2019,8,21,Wednesday,-3.8,6.68,-0.0,302.3,322.66,0.03,High Risk,5.69,Bearish
2019-08-22,298.65,300.33,293.15,296.93,2019,8,22,Thursday,-1.72,7.18,-0.0,300.11,319.91,0.03,High Risk,4.97,Bearish
2019-08-23,295.0,299.01,290.32,291.44,2019,8,23,Friday,-3.56,8.69,-2.0,299.02,317.19,0.02,Low Risk,6.32,Bearish
2019-08-26,295.24,296.95,292.5,294.98,2019,8,26,Monday,-0.26,4.45,1.0,298.9,314.8,0.02,Low Risk,4.7,Bearish
2019-08-27,294.54,296.77,287.2,291.03,2019,8,27,Tuesday,-3.51,9.57,-1.0,297.22,312.3,0.02,Low Risk,6.31,Bearish
2019-08-28,289.47,292.82,287.75,291.77,2019,8,28,Wednesday,2.3,5.07,0.0,294.71,309.94,0.02,Low Risk,3.96,Bullish
2019-08-29,295.0,299.93,294.99,296.78,2019,8,29,Thursday,1.78,4.94,2.0,294.39,309.0,0.01,Low Risk,4.39,Bullish
2019-08-30,298.78,298.94,290.85,293.75,2019,8,30,Friday,-5.03,8.09,-1.0,293.81,308.28,0.01,Low Risk,4.45,Bearish
2019-09-03,290.82,293.9,288.06,289.29,2019,9,3,Tuesday,-1.53,5.84,-2.0,292.72,307.57,0.01,Low Risk,3.68,Bearish
2019-09-04,291.25,292.38,286.51,291.52,2019,9,4,Wednesday,0.27,5.87,1.0,292.73,307.05,0.01,Low Risk,4.65,Bullish
2019-09-05,285.32,293.97,282.79,293.25,2019,9,5,Thursday,7.93,11.18,1.0,292.48,306.22,0.01,Low Risk,8.97,Bullish
2019-09-06,293.35,293.35,287.03,290.17,2019,9,6,Friday,-3.18,6.32,-1.0,292.36,305.01,0.01,Low Risk,5.17,Bearish
2019-09-09,294.81,301.55,290.6,294.34,2019,9,9,Monday,-0.47,10.95,1.0,292.73,303.63,0.01,Low Risk,8.23,Bearish
2019-09-10,291.16,297.17,282.66,287.99,2019,9,10,Tuesday,-3.17,14.51,-2.0,291.47,302.14,0.01,Low Risk,12.32,Bearish
2019-09-11,285.7,292.65,284.61,288.27,2019,9,11,Wednesday,2.57,8.04,0.0,290.69,300.89,0.01,Low Risk,7.41,Bullish
2019-09-12,288.1,292.73,286.6,288.86,2019,9,12,Thursday,0.76,6.13,0.0,290.63,299.75,0.01,Low Risk,5.01,Bullish
2019-09-13,290.61,296.62,290.04,294.15,2019,9,13,Friday,3.54,6.58,2.0,291.0,298.91,0.01,Low Risk,6.58,Bullish
